year,site,nest,species,ring,code,mate_ring,mate_code,chick1,chick2,chick3,mol_sex_focal,mol_sex_mate,captured_focalyear_focal,captured_focalyear_mate,comments_stdfile,error.p,error.ch,field_sex_focal,field_sex_mate,nest.id,year.cr,year.mr,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,northing,easting,no_chicks,clutch_size,hatch_date,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,bf.quality,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
2014,Andavadoaka,-118,KiP,FH73028,L.M|B.L,NA,NA,FH73027,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka--118,2014,2014,NA,NA,16-04-14,16-04-14,16-04-14,16-04-14,NA,NA,NA,NA,NA,NA,NA,NA,16-04-14,NA,NA,NA,NA,416,416,NA,0,1,NA,NA,NA,416,416,416,NA,16-04-14,16-04-14,NA,NA,NA,16-04-14,16-04-14,16-04-14,NA,16-04-14,8,19,4.7,NA,NA,NA,NA,NA,NA,NA,NA,19,16-04-14,-0.461,16-04-14,22-03-14,16-04-14,22-03-14,NA,16-04-14,16-04-14
2014,Andavadoaka,324,KiP,FH72750,B.Y|Y.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-324,2014,2014,23-04-14,23-04-14,05-04-14,05-04-14,05-04-14,05-04-14,328,405,433,DESER,7560563,323665,NA,2,NA,28-03-14,05-04-14,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-03-14,NA,05-04-14,23-04-14
2013,Andavadoaka,4,KiP,FH47493,O.R|M.L,FH47679,O.R|M.G,FH47472,FH47642,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-4,2013,2013,08-04-13,08-04-13,05-04-13,05-04-13,05-04-13,05-04-13,314,314,NA,HATCH,7553425,320007,2,2,10-04-13,14-03-13,14-03-13,NA,10-04-13,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-04-13,7.2,18.7,4.9,10-04-13,7.2,19.1,6.2,NA,NA,NA,NA,19.1,10-04-13,-0.209,10-04-13,16-03-13,10-04-13,14-03-13,2,05-04-13,08-04-13
2015,Andavadoaka,623,WfP,FH72705,O.L|M.G,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-WfP-Andavadoaka-623,2014,2014,18-03-15,18-03-15,18-05-15,18-05-15,18-05-15,18-05-15,510,518,NA,UNKNOWN,7553882,320414,NA,3,NA,10-05-15,18-05-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-05-15,NA,18-03-15,18-05-15
2014,Andavadoaka,312,KiP,FH72725,R.L|M.Y,FH72716,G.M|G.B,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-312,2014,2014,11-04-14,11-04-14,31-03-14,31-03-14,31-03-14,31-03-14,319,327,422,UNKNOWN,7557757,321728,NA,2,NA,19-03-14,27-03-14,22-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-03-14,NA,31-03-14,11-04-14
2014,Andavadoaka,-108,KiP,FH72195,B.O|L.M,NA,NA,FH72548,FH73000,NA,M,NA,no,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka--108,2013,2013,09-04-14,09-04-14,28-03-14,28-03-14,28-03-14,28-03-14,NA,NA,NA,NA,NA,NA,NA,NA,04-03-14,NA,NA,NA,NA,319,319,NA,0,2,NA,NA,poor quality,319,319,319,NA,19-03-14,19-03-14,NA,NA,NA,19-03-14,19-03-14,19-03-14,NA,25-03-14,10.9,26.1,10.3,28-03-14,11.58,28.26,12.5,NA,NA,NA,NA,28.26,28-03-14,22.8742,28-03-14,08-02-14,05-03-14,08-02-14,NA,19-03-14,09-04-14
2014,Andavadoaka,-4,KiP,FH47333,W.Y|M.R,FH72486,R.B|G.M,FH72487,FH72811,FH75811,M,M,yes,yes,two males as parents,NA,CHICK 2014-Andavadoaka-KiP--4  -  FH72487 FH72811 FH75811 FH73459 FH73460 ,M,NA,2014-KiP-Andavadoaka--4,2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-03-14,NA,NA,NA,NA,313,1116,1116,0,7,NA,NA,NA,313,1116,1116,NA,13-03-14,16-11-14,16-11-14,NA,NA,13-03-14,16-11-14,16-11-14,NA,13-03-14,7.4,19.8,5.1,20-03-14,9.7,23,6.9,25-03-14,11.4,25.9,8.6,25.9,25-03-14,16.927,25-03-14,11-02-14,08-03-14,11-02-14,NA,13-03-14,16-11-14
2014,Andavadoaka,306,KiP,FH47020,O.O|R.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-306,2009,2009,22-03-14,28-05-14,09-04-14,09-04-14,09-04-14,09-04-14,326,326,422,UNKNOWN,7557562,321547,NA,2,NA,26-03-14,26-03-14,22-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-03-14,NA,22-03-14,28-05-14
2015,Andavadoaka,-5,MP,NA,YY.X|YY.X,NA,NA,YY.X|YR.X,L.X|O.X,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-MP-Andavadoaka--5,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,615,NA,0,1,NA,NA,NA,615,615,615,NA,15-06-15,15-06-15,NA,NA,NA,15-06-15,15-06-15,15-06-15,NA,16-06-15,17.2,33,34.8,16-06-15,13,26.3,13.5,NA,NA,NA,NA,33,16-06-15,34.819,16-06-15,17-04-15,12-05-15,17-04-15,NA,19-05-15,18-06-15
2010,Andavadoaka,303,MP,FH47595,O.R|Y.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2010-MP-Andavadoaka-303,2010,2010,NA,NA,02-03-10,02-03-10,02-03-10,02-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-03-10,02-03-10
2013,Andavadoaka,43,KiP,FH69029,Y.L|M.G,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-43,2012,2012,02-04-13,20-05-13,02-04-13,02-04-13,02-04-13,02-04-13,321,321,406,PRED,7553935,320971,NA,2,NA,21-03-13,21-03-13,06-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-03-13,NA,02-04-13,20-05-13
2015,Andavadoaka,413,KiP,FH72709,W.G|M.O,FH68723,G.Y|M.B,NA,NA,NA,M,F,no,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-413,2014,2014,14-03-15,02-05-15,NA,NA,NA,NA,323,326,415,Predated,7556194,320993,0,2,NA,23-03-15,26-03-15,15-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-03-15,NA,14-03-15,02-05-15
2014,Andavadoaka,207,KiP,FH72611,W.W|B.M,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-207,2014,2014,NA,NA,15-03-14,15-03-14,15-03-14,15-03-14,310,315,321,PRED,7553916,320501,0,1,NA,10-03-14,15-03-14,21-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10-03-14,NA,15-03-14,15-03-14
2014,Andavadoaka,402,MP,FH72912,W.G|M.B,FH72920,W.O|M.O,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-MP-Andavadoaka-402,2014,2014,NA,NA,05-04-14,05-04-14,05-04-14,05-04-14,331,405,NA,NA,7556398,322988,NA,2,NA,31-03-14,05-04-14,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31-03-14,NA,05-04-14,05-04-14
2015,Andavadoaka,456,KiP,FH73352,Y.M|L.W,FH73339,Y.M|Y.O,FH73357,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-456,2015,2015,25-04-15,25-04-15,24-04-15,24-04-15,24-04-15,24-04-15,407,418,425,HATCH,7556449,321075,1,2,25-04-15,07-04-15,18-04-15,25-04-15,25-04-15,425,425,NA,0,1,NA,NA,NA,425,425,425,NA,25-04-15,25-04-15,NA,NA,NA,25-04-15,25-04-15,25-04-15,NA,25-04-15,7.8,20.7,6.6,NA,NA,NA,NA,NA,NA,NA,NA,20.7,25-04-15,3.823,25-04-15,27-03-15,21-04-15,07-04-15,-10.823,24-04-15,25-04-15
2015,Andavadoaka,331,KiP,FH73483,B.M|R.R,FH73233,B.M|L.L,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-331,2015,2015,14-04-15,21-04-15,06-04-15,06-04-15,06-04-15,06-04-15,401,401,427,UNK,7555825,321403,NA,2,NA,01-04-15,01-04-15,27-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-04-15,NA,06-04-15,21-04-15
2013,Andavadoaka,360,KiP,FH72183,B.L|L.M,FH72182,B.L|G.M,FH72417,FH72418,NA,M,NA,yes,yes,NA,NA,NA,M,F,2013-KiP-Andavadoaka-360,2013,2013,NA,NA,11-05-13,11-05-13,11-05-13,11-05-13,430,501,528,HATCH,7554185,319717,2,2,28-05-13,30-04-13,01-05-13,28-05-13,28-05-13,607,607,NA,0,1,NA,NA,NA,607,607,607,NA,07-06-13,07-06-13,NA,NA,NA,07-06-13,07-06-13,07-06-13,NA,07-06-13,8.8,23,7.3,07-06-13,8.5,21.8,6.3,NA,NA,NA,NA,23,07-06-13,9.619,07-06-13,03-05-13,28-05-13,30-04-13,3.381,11-05-13,07-06-13
2015,Andavadoaka,-42,KiP,NA,LL.X|X.LR,NA,NA,G.X|X.G,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--42,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,612,NA,0,2,NA,NA,NA,530,612,612,NA,30-05-15,12-06-15,NA,NA,NA,30-05-15,12-06-15,12-06-15,NA,30-05-15,14.5,31.3,19.8,NA,NA,NA,NA,NA,NA,NA,NA,31.3,30-05-15,30.535,30-05-15,04-04-15,29-04-15,04-04-15,NA,19-05-15,18-06-15
2010,Andavadoaka,204,WfP,FH47532,R.G|G.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2010-WfP-Andavadoaka-204,2010,2010,NA,NA,02-04-10,02-04-10,02-04-10,02-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-04-10,02-04-10
2009,Andavadoaka,-13C,WfP,FH47981,R.O|O.M,NA,NA,FH47982,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2009-WfP-Andavadoaka--13C,2009,2009,NA,NA,06-06-09,06-06-09,06-06-09,06-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-06-09,6.3,17.9,5,NA,NA,NA,NA,NA,NA,NA,NA,17.9,06-06-09,-3.233,06-06-09,12-05-09,06-06-09,12-05-09,NA,06-06-09,06-06-09
2015,Andavadoaka,202,KiP,FH69214,B.O|M.Y,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-202,2012,2012,13-03-15,09-04-15,NA,NA,NA,NA,317,313,329,PRED,7555937,321445,0,2,NA,17-03-15,13-03-15,29-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-03-15,NA,13-03-15,09-04-15
2014,Andavadoaka,106,KiP,FH72505,Y.Y|B.M,NA,NA,FH72583,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-106,2014,2014,14-04-14,29-04-14,11-03-14,04-04-14,11-03-14,04-04-14,227,310,NA,HATCH,7557124,319939,NA,2,NA,27-02-14,10-03-14,NA,NA,404,429,NA,0,3,NA,NA,NA,404,429,429,NA,04-04-14,29-04-14,NA,NA,NA,04-04-14,29-04-14,29-04-14,NA,04-04-14,13.1,30.4,19.5,NA,NA,NA,NA,NA,NA,NA,NA,30.4,04-04-14,28.267,04-04-14,09-02-14,06-03-14,27-02-14,-17.267,11-03-14,29-04-14
2014,Andavadoaka,Wlaza,WfP,FH72579,L.R|M.B,FH68956,R.B|M.G,FH72578,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-WfP-Andavadoaka-Wlaza,2014,2014,18-04-14,14-05-14,04-04-14,04-04-14,04-04-14,04-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04-04-14,7.4,19.1,6,NA,NA,NA,NA,NA,NA,NA,NA,19.1,04-04-14,-0.209,04-04-14,10-03-14,04-04-14,10-03-14,NA,04-04-14,14-05-14
2015,Andavadoaka,-53,KiP,NA,LL.X|X.GR,NA,NA,R.X|X.B,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--53,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,604,NA,0,1,NA,NA,NA,604,604,604,NA,04-06-15,04-06-15,NA,NA,NA,04-06-15,04-06-15,04-06-15,NA,04-06-15,8.3,22.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,22.2,04-06-15,7.603,04-06-15,02-05-15,27-05-15,02-05-15,NA,19-05-15,18-06-15
2014,Andavadoaka,110,WfP,FH72567,L.G|M.G,FH72568,L.G|M.O,FH73002,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-WfP-Andavadoaka-110,2014,2014,10-04-14,21-05-14,31-03-14,31-03-14,31-03-14,31-03-14,320,331,408,HATCH,7560349,320767,1,2,08-04-14,20-03-14,31-03-14,08-04-14,08-04-14,408,510,NA,0,2,NA,NA,NA,408,510,510,NA,08-04-14,10-05-14,NA,NA,NA,08-04-14,10-05-14,10-05-14,NA,08-04-14,7.2,19.5,6.8,NA,NA,NA,NA,NA,NA,NA,NA,19.5,08-04-14,0.799,08-04-14,13-03-14,07-04-14,20-03-14,-6.799,31-03-14,21-05-14
2012,Andavadoaka,11,KiP,FH17854,O.W|M.R,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2012-KiP-Andavadoaka-11,2009,2009,08-04-12,18-05-12,11-04-12,18-05-12,11-04-12,18-05-12,328,408,410,PRED,7555905,321287,NA,2,NA,28-03-12,08-04-12,10-04-12,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-03-12,NA,08-04-12,18-05-12
2013,Andavadoaka,50,KiP,FH47671,O.L|M.R,FH47156,O.G|M.B,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2013-KiP-Andavadoaka-50,2013,2013,14-04-13,02-05-13,03-04-13,02-05-13,03-04-13,02-05-13,316,321,323,PRED,7553271,319694,NA,2,NA,16-03-13,21-03-13,23-03-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-03-13,NA,03-04-13,02-05-13
2015,Andavadoaka,-102,MP,FH72784,B.R|M.G,FH72715,R.L|M.B,FH73557,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-MP-Andavadoaka--102,2014,2014,28-04-15,28-04-15,28-04-15,28-04-15,28-04-15,28-04-15,NA,NA,NA,NA,NA,NA,NA,NA,28-04-15,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-04-15,8,20.6,6.46,NA,NA,NA,NA,NA,NA,NA,NA,20.6,28-04-15,3.571,28-04-15,30-03-15,24-04-15,30-03-15,NA,28-04-15,28-04-15
2013,Andavadoaka,-8,WfP,FH47985,R.G|W.M,NA,NA,FH72461,FH72462,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-WfP-Andavadoaka--8,2009,2009,21-06-13,21-06-13,21-06-13,21-06-13,21-06-13,21-06-13,NA,NA,NA,NA,NA,NA,NA,NA,09-06-13,NA,NA,NA,NA,621,621,NA,0,1,NA,NA,NA,621,621,621,NA,21-06-13,21-06-13,NA,NA,NA,21-06-13,21-06-13,21-06-13,NA,21-06-13,10,22.2,13.2,21-06-13,10.2,22.5,13.1,NA,NA,NA,NA,22.5,21-06-13,8.359,21-06-13,18-05-13,12-06-13,18-05-13,NA,21-06-13,21-06-13
2015,Andavadoaka,-401,KiP,FH68845,L.R|M.YO,NA,NA,FH73310,FH73309,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--401,2015,2012,24-04-15,24-04-15,14-04-15,14-04-15,14-04-15,14-04-15,NA,NA,NA,NA,NA,NA,NA,NA,06-04-15,NA,NA,NA,NA,414,414,NA,0,1,NA,NA,NA,414,414,414,NA,14-04-15,14-04-15,NA,NA,NA,14-04-15,14-04-15,14-04-15,NA,14-04-15,20,7.6,6,14-04-15,19.2,7.4,5.2,NA,NA,NA,NA,7.6,14-04-15,-29.189,14-04-15,20-03-15,14-04-15,20-03-15,NA,14-04-15,24-04-15
2013,Andavadoaka,345,KiP,FH69058,L.Y|M.R,FH47801,R.B|B.M,NA,NA,NA,F,M,no,no,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-345,2012,2012,11-04-13,07-06-13,NA,NA,NA,NA,425,426,428,PRED,7554642,320998,NA,1,NA,25-04-13,26-04-13,28-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-04-13,NA,11-04-13,07-06-13
2015,Andavadoaka,-79,KiP,NA,YY.X|X.WY,NA,NA,R.X|G.X,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--79,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,615,NA,0,1,NA,NA,NA,615,615,615,NA,15-06-15,15-06-15,NA,NA,NA,15-06-15,15-06-15,15-06-15,NA,15-06-15,9,24,8.3,NA,NA,NA,NA,NA,NA,NA,NA,24,15-06-15,12.139,15-06-15,08-05-15,02-06-15,08-05-15,NA,19-05-15,18-06-15
2015,Andavadoaka,-45,KiP,FH73284,R.M|Y.O,NA,NA,FH73285,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--45,2015,2015,NA,NA,01-06-15,01-06-15,01-06-15,01-06-15,NA,NA,NA,NA,NA,NA,NA,NA,27-05-15,NA,NA,NA,NA,601,601,NA,0,1,NA,NA,NA,601,601,601,NA,01-06-15,01-06-15,NA,NA,NA,01-06-15,01-06-15,01-06-15,NA,01-06-15,9,22.5,6.9,NA,NA,NA,NA,NA,NA,NA,NA,22.5,01-06-15,8.359,01-06-15,28-04-15,23-05-15,28-04-15,NA,01-06-15,01-06-15
2015,Andavadoaka,658,KiP,FH68702,G.R|M.G,FH68862,R.Y|M.Y,FH73194,NA,NA,NA,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-658,2013,2013,NA,NA,19-05-15,19-05-15,19-05-15,19-05-15,422,427,519,HATCH,7554672,321031,1,2,19-05-15,22-04-15,27-04-15,19-05-15,19-05-15,NA,NA,NA,NA,1,NA,NA,NA,519,519,519,NA,NA,NA,NA,NA,NA,19-05-15,19-05-15,19-05-15,NA,19-05-15,6.7,19,5.3,NA,NA,NA,NA,NA,NA,NA,NA,19,19-05-15,-0.461,19-05-15,24-04-15,19-05-15,22-04-15,2,19-05-15,19-05-15
2014,Andavadoaka,205,WfP,FH72653,B.L|M.O,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-WfP-Andavadoaka-205,2014,2014,NA,NA,04-04-14,04-04-14,04-04-14,04-04-14,323,402,427,PRED,7553615,320402,0,2,NA,23-03-14,02-04-14,27-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-03-14,NA,04-04-14,04-04-14
2013,Andavadoaka,102,MP,FH47160,B.G|M.B,FH47040,NA,FH68936,NA,NA,M,F,no,no,NA,NA,NA,M,NA,2013-MP-Andavadoaka-102,2013,2013,29-03-13,12-06-13,22-03-13,22-03-13,22-03-13,22-03-13,328,329,NA,HATCH,7555941,319733,1,1,23-04-13,28-03-13,29-03-13,NA,23-04-13,423,423,NA,0,1,NA,NA,NA,423,423,423,NA,23-04-13,23-04-13,NA,NA,NA,23-04-13,23-04-13,23-04-13,NA,23-04-13,7.7,18.1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,18.1,23-04-13,-2.729,23-04-13,29-03-13,23-04-13,28-03-13,1,22-03-13,12-06-13
2013,Andavadoaka,316,KiP,FH47188,W.G|M.Y,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-316,2013,2013,28-04-13,28-04-13,24-04-13,24-04-13,24-04-13,24-04-13,412,414,428,UNKNOWN,7554611,321171,NA,2,NA,12-04-13,14-04-13,28-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-04-13,NA,24-04-13,28-04-13
2015,Andavadoaka,-70,KiP,NA,YY.X|X.RB,NA,NA,B.X|X.R,B.X|X.O,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--70,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,609,NA,0,1,NA,NA,NA,609,609,609,NA,09-06-15,09-06-15,NA,NA,NA,09-06-15,09-06-15,09-06-15,NA,09-06-15,7.5,20,5.8,09-06-15,7.5,20.4,6.1,NA,NA,NA,NA,20.4,09-06-15,3.067,09-06-15,11-05-15,05-06-15,11-05-15,NA,19-05-15,18-06-15
2012,Andavadoaka,65,KiP,FH47117,Y.R|M.W,NA,NA,FH47136,FH47152,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2012-KiP-Andavadoaka-65,2012,2012,NA,NA,25-05-12,25-05-12,25-05-12,25-05-12,514,525,529,HATCH,7554826,320894,2,2,29-05-12,14-05-12,25-05-12,29-05-12,29-05-12,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-05-12,7.6,19.3,5,30-05-12,7.4,19.6,5.4,NA,NA,NA,NA,19.6,30-05-12,1.051,30-05-12,03-05-12,28-05-12,14-05-12,-10.051,25-05-12,25-05-12
2015,Andavadoaka,212,MP,FH68800,L.B|M.W,NA,NA,NA,NA,NA,F,NA,no,NA,NA,NA,NA,F,NA,2015-MP-Andavadoaka-212,2013,2013,11-03-15,29-04-15,NA,NA,NA,NA,426,424,427,PRED,7553814,320038,0,1,NA,26-04-15,24-04-15,27-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-04-15,NA,11-03-15,29-04-15
